section_id,road_type,month,road_age,traffic,rainfall,road_condition,damage_level,repair_event,repair_quality,repair_count,months_since_repair,previous_condition
S026,Highway,3,12,37662,28.16,74.43,25.57,0,0.0,0,7,82.46
S026,Highway,4,12,37662,32.64,66.95,33.05,0,0.0,0,8,74.43
S026,Highway,5,12,37662,63.39,58.36,41.64,0,0.0,0,9,66.95
S026,Highway,6,12,37662,167.94,48.77,51.23,0,0.0,0,10,58.36
S026,Highway,7,12,37662,172.02,39.07,60.93,0,0.0,0,11,48.77
S026,Highway,8,12,37662,163.66,29.02,70.98,0,0.0,0,12,39.07
S026,Highway,9,12,37662,96.34,19.33,80.67,0,0.0,0,13,29.02
S026,Highway,10,12,37662,65.84,45.12,54.88,1,0.74,0,0,19.33
S026,Highway,11,12,37662,37.29,36.31,63.69,0,0.0,0,1,45.12
S026,Highway,12,12,37662,29.52,27.97,72.03,0,0.0,0,2,36.31
S026,Highway,13,12,37662,28.1,19.13,80.87,0,0.0,0,3,27.97
S026,Highway,14,12,37662,30.29,10.5,89.5,0,0.0,0,4,19.13
S026,Highway,15,12,37662,24.09,31.32,68.68,1,0.6,1,0,10.5
S026,Highway,16,12,37662,42.22,60.78,39.22,1,0.84,1,0,31.32
S026,Highway,17,12,37662,49.67,52.5,47.5,0,0.0,1,1,60.78
S026,Highway,18,12,37662,105.61,43.69,56.31,0,0.0,1,2,52.5
S026,Highway,19,12,37662,166.97,33.58,66.42,0,0.0,1,3,43.69
S026,Highway,20,12,37662,137.12,23.86,76.14,0,0.0,1,4,33.58
S026,Highway,21,12,37662,112.02,46.84,53.16,1,0.66,1,0,23.86
S026,Highway,22,12,37662,80.84,37.58,62.42,0,0.0,1,1,46.84
S026,Highway,23,12,37662,36.7,29.15,70.85,0,0.0,1,2,37.58
S026,Highway,24,12,37662,23.74,20.63,79.37,0,0.0,1,3,29.15
S026,Highway,25,12,37662,23.54,12.09,87.91,0,0.0,1,4,20.63
S026,Highway,26,12,37662,12.18,30.62,69.38,1,0.53,1,0,12.09
S026,Highway,27,12,37662,29.42,22.19,77.81,0,0.0,1,1,30.62
S026,Highway,28,12,37662,34.59,13.41,86.59,0,0.0,1,2,22.19
S026,Highway,29,12,37662,57.46,39.55,60.45,1,0.75,1,0,13.41
S026,Highway,30,12,37662,106.47,59.4,40.6,1,0.57,1,0,39.55
S026,Highway,31,12,37662,183.06,50.12,49.88,0,0.0,1,1,59.4
S026,Highway,32,12,37662,125.48,40.67,59.33,0,0.0,1,2,50.12
S026,Highway,33,12,37662,140.91,30.93,69.07,0,0.0,1,3,40.67
S026,Highway,34,12,37662,75.53,21.51,78.49,0,0.0,1,4,30.93
S026,Highway,35,12,37662,35.36,12.51,87.49,0,0.0,1,5,21.51
S026,Highway,36,12,37662,29.26,33.78,66.22,1,0.61,1,0,12.51
S027,Main Road,1,1,12215,21.78,77.89,22.11,0,0.0,0,5,81.14
S027,Main Road,2,1,12215,25.15,75.25,24.75,0,0.0,0,6,77.89
S027,Main Road,3,1,12215,23.33,72.51,27.49,0,0.0,0,7,75.25
S027,Main Road,4,1,12215,32.88,69.36,30.64,0,0.0,0,8,72.51
S027,Main Road,5,1,12215,47.12,65.61,34.39,0,0.0,0,9,69.36
S027,Main Road,6,1,12215,127.62,61.48,38.52,0,0.0,0,10,65.61
S027,Main Road,7,1,12215,235.69,56.04,43.96,0,0.0,0,11,61.48
S027,Main Road,8,1,12215,134.38,51.87,48.13,0,0.0,0,12,56.04
S027,Main Road,9,1,12215,113.16,47.75,52.25,0,0.0,0,13,51.87
S027,Main Road,10,1,12215,67.35,43.33,56.67,0,0.0,0,14,47.75
S027,Main Road,11,1,12215,36.39,74.15,25.85,1,0.88,0,0,43.33
S027,Main Road,12,1,12215,24.77,70.96,29.04,0,0.0,0,1,74.15
S027,Main Road,13,1,12215,19.05,67.58,32.42,0,0.0,1,2,70.96
S027,Main Road,14,1,12215,18.72,64.47,35.53,0,0.0,1,3,67.58
S027,Main Road,15,1,12215,33.96,61.1,38.9,0,0.0,1,4,64.47
S027,Main Road,16,1,12215,36.18,57.65,42.35,0,0.0,1,5,61.1
S027,Main Road,17,1,12215,48.36,53.88,46.12,0,0.0,1,6,57.65
S027,Main Road,18,1,12215,130.74,49.62,50.38,0,0.0,1,7,53.88
S027,Main Road,19,1,12215,187.32,44.81,55.19,0,0.0,1,8,49.62
S027,Main Road,20,1,12215,167.3,39.87,60.13,0,0.0,1,9,44.81
S027,Main Road,21,1,12215,139.83,35.2,64.8,0,0.0,1,10,39.87
S027,Main Road,22,1,12215,68.42,62.11,37.89,1,0.77,1,0,35.2
S027,Main Road,23,1,12215,34.13,58.75,41.25,0,0.0,1,1,62.11
S027,Main Road,24,1,12215,31.53,55.0,45.0,0,0.0,1,2,58.75
S027,Main Road,25,1,12215,22.51,51.82,48.18,0,0.0,1,3,55.0
S027,Main Road,26,1,12215,24.96,48.14,51.86,0,0.0,1,4,51.82
S027,Main Road,27,1,12215,22.17,44.3,55.7,0,0.0,1,5,48.14
S027,Main Road,28,1,12215,32.84,40.19,59.81,0,0.0,1,6,44.3
S027,Main Road,29,1,12215,61.3,36.07,63.93,0,0.0,1,7,40.19
S027,Main Road,30,1,12215,142.63,30.76,69.24,0,0.0,1,8,36.07
S027,Main Road,31,1,12215,177.22,25.67,74.33,0,0.0,1,9,30.76
S027,Main Road,32,1,12215,189.4,19.82,80.18,0,0.0,1,10,25.67
S027,Main Road,33,1,12215,116.15,14.97,85.03,0,0.0,1,11,19.82
S027,Main Road,34,1,12215,57.3,10.47,89.53,0,0.0,1,12,14.97
S027,Main Road,35,1,12215,32.89,6.35,93.65,0,0.0,1,13,10.47
S027,Main Road,36,1,12215,27.62,37.53,62.47,1,0.89,1,0,6.35
S028,Highway,1,5,34115,31.88,81.99,18.01,0,0.0,0,9,88.14
S028,Highway,2,5,34115,25.06,75.63,24.37,0,0.0,0,10,81.99
S028,Highway,3,5,34115,15.32,69.39,30.61,0,0.0,0,11,75.63
S028,Highway,4,5,34115,35.66,62.38,37.62,0,0.0,0,12,69.39
S028,Highway,5,5,34115,63.49,54.87,45.13,0,0.0,0,13,62.38
S028,Highway,6,5,34115,96.3,46.74,53.26,0,0.0,0,14,54.87
S028,Highway,7,5,34115,199.54,37.81,62.19,0,0.0,0,15,46.74
S028,Highway,8,5,34115,176.02,28.57,71.43,0,0.0,0,16,37.81
S028,Highway,9,5,34115,116.76,20.2,79.8,0,0.0,0,17,28.57
S028,Highway,10,5,34115,62.65,46.79,53.21,1,0.76,0,0,20.2
S028,Highway,11,5,34115,34.3,39.6,60.4,0,0.0,0,1,46.79
S028,Highway,12,5,34115,20.13,32.17,67.83,0,0.0,0,2,39.6
S028,Highway,13,5,34115,14.14,24.71,75.29,0,0.0,0,3,32.17
S028,Highway,14,5,34115,24.24,17.0,83.0,0,0.0,0,4,24.71
S028,Highway,15,5,34115,22.32,9.17,90.83,0,0.0,0,5,17.0
S028,Highway,16,5,34115,34.52,1.48,98.52,0,0.0,0,6,9.17
S028,Highway,17,5,34115,60.85,0.0,100.0,0,0.0,0,7,1.48
S028,Highway,18,5,34115,112.16,0.0,100.0,0,0.0,0,8,0.0
S028,Highway,19,5,34115,199.95,0.0,100.0,0,0.0,1,9,0.0
S028,Highway,20,5,34115,174.77,0.0,100.0,0,0.0,1,10,0.0
S028,Highway,21,5,34115,94.57,19.59,80.41,1,0.56,1,0,0.0
S028,Highway,22,5,34115,75.59,43.76,56.24,1,0.69,1,0,19.59
S028,Highway,23,5,34115,32.19,36.48,63.52,0,0.0,1,1,43.76
S028,Highway,24,5,34115,29.04,28.8,71.2,0,0.0,1,2,36.48
S028,Highway,25,5,34115,26.84,21.18,78.82,0,0.0,1,3,28.8
S028,Highway,26,5,34115,29.19,13.45,86.55,0,0.0,1,4,21.18
S028,Highway,27,5,34115,23.88,5.9,94.1,0,0.0,2,5,13.45
S028,Highway,28,5,34115,33.17,0.0,100.0,0,0.0,2,6,5.9
S028,Highway,29,5,34115,61.6,0.0,100.0,0,0.0,2,7,0.0
S028,Highway,30,5,34115,90.91,26.14,73.86,1,0.75,2,0,0.0
S028,Highway,31,5,34115,151.55,17.21,82.79,0,0.0,2,1,26.14
S028,Highway,32,5,34115,134.37,7.95,92.05,0,0.0,2,2,17.21
S028,Highway,33,5,34115,125.68,35.5,64.5,1,0.79,2,0,7.95
S028,Highway,34,5,34115,81.68,27.56,72.44,0,0.0,2,1,35.5
S028,Highway,35,5,34115,34.45,19.59,80.41,0,0.0,2,2,27.56
S028,Highway,36,5,34115,24.16,12.12,87.88,0,0.0,2,3,19.59
S029,Industrial,1,1,15110,25.35,93.08,6.92,0,0.0,0,7,96.0
S029,Industrial,2,1,15110,25.81,89.7,10.3,0,0.0,0,8,93.08
S029,Industrial,3,1,15110,20.36,86.8,13.2,0,0.0,0,9,89.7
S029,Industrial,4,1,15110,36.25,83.09,16.91,0,0.0,0,10,86.8
S029,Industrial,5,1,15110,63.05,79.44,20.56,0,0.0,0,11,83.09
S029,Industrial,6,1,15110,129.02,75.32,24.68,0,0.0,0,12,79.44
S029,Industrial,7,1,15110,185.12,69.97,30.03,0,0.0,0,13,75.32
S029,Industrial,8,1,15110,184.03,64.89,35.11,0,0.0,0,14,69.97
S029,Industrial,9,1,15110,80.13,60.62,39.38,0,0.0,0,15,64.89
S029,Industrial,10,1,15110,58.29,56.81,43.19,0,0.0,0,16,60.62
S029,Industrial,11,1,15110,39.65,53.2,46.8,0,0.0,0,17,56.81
S029,Industrial,12,1,15110,26.15,49.15,50.85,0,0.0,0,18,53.2
S029,Industrial,13,1,15110,31.11,45.06,54.94,0,0.0,0,19,49.15
S029,Industrial,14,1,15110,28.75,40.85,59.15,0,0.0,0,20,45.06
S029,Industrial,15,1,15110,20.17,36.49,63.51,0,0.0,0,21,40.85
S029,Industrial,16,1,15110,35.16,32.38,67.62,0,0.0,0,22,36.49
S029,Industrial,17,1,15110,58.5,27.37,72.63,0,0.0,0,23,32.38
S029,Industrial,18,1,15110,122.58,49.1,50.9,1,0.62,0,0,27.37
S029,Industrial,19,1,15110,241.85,42.73,57.27,0,0.0,1,1,49.1
S029,Industrial,20,1,15110,162.57,36.93,63.07,0,0.0,1,2,42.73
S029,Industrial,21,1,15110,102.75,31.65,68.35,0,0.0,1,3,36.93
S029,Industrial,22,1,15110,43.47,27.38,72.62,0,0.0,1,4,31.65
S029,Industrial,23,1,15110,33.84,57.05,42.95,1,0.85,1,0,27.38
S029,Industrial,24,1,15110,14.66,53.32,46.68,0,0.0,1,1,57.05
S029,Industrial,25,1,15110,27.26,49.34,50.66,0,0.0,1,2,53.32
S029,Industrial,26,1,15110,13.8,45.7,54.3,0,0.0,1,3,49.34
S029,Industrial,27,1,15110,20.53,41.81,58.19,0,0.0,1,4,45.7
S029,Industrial,28,1,15110,31.49,68.24,31.76,1,0.76,2,0,41.81
S029,Industrial,29,1,15110,52.45,64.53,35.47,0,0.0,2,1,68.24
S029,Industrial,30,1,15110,106.46,59.9,40.1,0,0.0,2,2,64.53
S029,Industrial,31,1,15110,188.62,54.82,45.18,0,0.0,2,3,59.9
S029,Industrial,32,1,15110,192.17,49.54,50.46,0,0.0,2,4,54.82
S029,Industrial,33,1,15110,79.06,45.17,54.83,0,0.0,2,5,49.54
S029,Industrial,34,1,15110,66.12,40.59,59.41,0,0.0,2,6,45.17
S029,Industrial,35,1,15110,34.16,36.17,63.83,0,0.0,2,7,40.59
S029,Industrial,36,1,15110,28.36,31.91,68.09,0,0.0,2,8,36.17
S030,Highway,1,10,15502,20.57,76.49,23.51,0,0.0,0,8,80.32
S030,Highway,2,10,15502,21.34,72.6,27.4,0,0.0,0,9,76.49
S030,Highway,3,10,15502,25.52,68.09,31.91,0,0.0,0,10,72.6
S030,Highway,4,10,15502,23.65,63.63,36.37,0,0.0,0,11,68.09
S030,Highway,5,10,15502,54.85,59.01,40.99,0,0.0,0,12,63.63
S030,Highway,6,10,15502,139.37,53.6,46.4,0,0.0,0,13,59.01
S030,Highway,7,10,15502,169.22,47.79,52.21,0,0.0,0,14,53.6
S030,Highway,8,10,15502,144.33,41.46,58.54,0,0.0,0,15,47.79
S030,Highway,9,10,15502,80.25,62.13,37.87,1,0.59,0,0,41.46
S030,Highway,10,10,15502,49.55,57.47,42.53,0,0.0,0,1,62.13
S030,Highway,11,10,15502,26.7,53.17,46.83,0,0.0,0,2,57.47
S030,Highway,12,10,15502,29.48,48.4,51.6,0,0.0,0,3,53.17
S030,Highway,13,10,15502,22.58,43.96,56.04,0,0.0,0,4,48.4
S030,Highway,14,10,15502,20.73,69.02,30.98,1,0.72,0,0,43.96
S030,Highway,15,10,15502,33.06,64.25,35.75,0,0.0,0,1,69.02
S030,Highway,16,10,15502,39.71,59.49,40.51,0,0.0,0,2,64.25
S030,Highway,17,10,15502,37.25,54.75,45.25,0,0.0,0,3,59.49
S030,Highway,18,10,15502,107.06,49.39,50.61,0,0.0,0,4,54.75
S030,Highway,19,10,15502,176.46,43.22,56.78,0,0.0,0,5,49.39
S030,Highway,20,10,15502,161.84,36.81,63.19,0,0.0,0,6,43.22
S030,Highway,21,10,15502,112.78,30.76,69.24,0,0.0,0,7,36.81
S030,Highway,22,10,15502,69.31,24.97,75.03,0,0.0,0,8,30.76
S030,Highway,23,10,15502,34.48,19.96,80.04,0,0.0,0,9,24.97
S030,Highway,24,10,15502,25.09,47.12,52.88,1,0.78,0,0,19.96
S030,Highway,25,10,15502,29.77,42.47,57.53,0,0.0,0,1,47.12
S030,Highway,26,10,15502,21.44,66.28,33.72,1,0.68,0,0,42.47
S030,Highway,27,10,15502,19.28,61.68,38.32,0,0.0,1,1,66.28
S030,Highway,28,10,15502,35.57,57.16,42.84,0,0.0,1,2,61.68
S030,Highway,29,10,15502,53.94,52.1,47.9,0,0.0,1,3,57.16
S030,Highway,30,10,15502,86.13,46.52,53.48,0,0.0,1,4,52.1
S030,Highway,31,10,15502,165.18,39.93,60.07,0,0.0,1,5,46.52
S030,Highway,32,10,15502,162.23,33.8,66.2,0,0.0,1,6,39.93
S030,Highway,33,10,15502,112.64,28.1,71.9,0,0.0,1,7,33.8
S030,Highway,34,10,15502,54.98,22.25,77.75,0,0.0,1,8,28.1
S030,Highway,35,10,15502,41.64,16.48,83.52,0,0.0,1,9,22.25
S030,Highway,36,10,15502,20.67,44.55,55.45,1,0.8,1,0,16.48
S031,Main Road,1,9,5206,21.77,79.86,20.14,0,0.0,0,12,82.55
S031,Main Road,2,9,5206,28.88,77.1,22.9,0,0.0,0,13,79.86
S031,Main Road,3,9,5206,19.03,74.92,25.08,0,0.0,0,14,77.1
S031,Main Road,4,9,5206,39.83,72.28,27.72,0,0.0,0,15,74.92
S031,Main Road,5,9,5206,63.25,69.38,30.62,0,0.0,0,16,72.28
S031,Main Road,6,9,5206,107.93,65.9,34.1,0,0.0,0,17,69.38
S031,Main Road,7,9,5206,217.6,61.47,38.53,0,0.0,0,18,65.9
S031,Main Road,8,9,5206,154.0,56.91,43.09,0,0.0,0,19,61.47
S031,Main Road,9,9,5206,79.98,53.31,46.69,0,0.0,0,20,56.91
S031,Main Road,10,9,5206,58.24,50.04,49.96,0,0.0,0,21,53.31
S031,Main Road,11,9,5206,43.32,46.79,53.21,0,0.0,0,22,50.04
S031,Main Road,12,9,5206,28.9,43.58,56.42,0,0.0,0,23,46.79
S031,Main Road,13,9,5206,23.73,40.23,59.77,0,0.0,0,24,43.58
S031,Main Road,14,9,5206,13.93,36.66,63.34,0,0.0,0,25,40.23
S031,Main Road,15,9,5206,20.18,32.9,67.1,0,0.0,1,26,36.66
S031,Main Road,16,9,5206,32.74,29.56,70.44,0,0.0,1,27,32.9
S031,Main Road,17,9,5206,43.35,26.13,73.87,0,0.0,1,28,29.56
S031,Main Road,18,9,5206,141.84,21.43,78.57,0,0.0,1,29,26.13
S031,Main Road,19,9,5206,175.93,15.9,84.1,0,0.0,1,30,21.43
S031,Main Road,20,9,5206,142.87,34.53,65.47,1,0.53,1,0,15.9
S031,Main Road,21,9,5206,128.32,61.76,38.24,1,0.78,1,0,34.53
S031,Main Road,22,9,5206,53.46,58.68,41.32,0,0.0,1,1,61.76
S031,Main Road,23,9,5206,26.45,55.31,44.69,0,0.0,1,2,58.68
S031,Main Road,24,9,5206,31.36,52.09,47.91,0,0.0,1,3,55.31
S031,Main Road,25,9,5206,34.46,48.63,51.37,0,0.0,1,4,52.09
S031,Main Road,26,9,5206,17.69,45.82,54.18,0,0.0,1,5,48.63
S031,Main Road,27,9,5206,25.03,42.29,57.71,0,0.0,1,6,45.82
S031,Main Road,28,9,5206,32.5,38.58,61.42,0,0.0,1,7,42.29
S031,Main Road,29,9,5206,45.94,34.9,65.1,0,0.0,2,8,38.58
S031,Main Road,30,9,5206,113.49,30.82,69.18,0,0.0,2,9,34.9
S031,Main Road,31,9,5206,131.3,53.47,46.53,1,0.65,2,0,30.82
S031,Main Road,32,9,5206,151.48,49.47,50.53,0,0.0,2,1,53.47
S031,Main Road,33,9,5206,108.46,45.85,54.15,0,0.0,2,2,49.47
S031,Main Road,34,9,5206,67.23,42.49,57.51,0,0.0,2,3,45.85
S031,Main Road,35,9,5206,36.26,38.7,61.3,0,0.0,2,4,42.49
S031,Main Road,36,9,5206,29.52,34.91,65.09,0,0.0,2,5,38.7
S032,Residential,1,13,4762,17.3,83.68,16.32,0,0.0,0,4,86.24
S032,Residential,2,13,4762,12.57,81.39,18.61,0,0.0,0,5,83.68
S032,Residential,3,13,4762,27.64,78.48,21.52,0,0.0,0,6,81.39
S032,Residential,4,13,4762,24.3,75.88,24.12,0,0.0,0,7,78.48
S032,Residential,5,13,4762,56.51,72.58,27.42,0,0.0,0,8,75.88
S032,Residential,6,13,4762,98.75,68.77,31.23,0,0.0,0,9,72.58
S032,Residential,7,13,4762,222.47,64.04,35.96,0,0.0,0,10,68.77
S032,Residential,8,13,4762,166.01,59.86,40.14,0,0.0,0,11,64.04
S032,Residential,9,13,4762,80.28,55.87,44.13,0,0.0,0,12,59.86
S032,Residential,10,13,4762,59.71,52.27,47.73,0,0.0,0,13,55.87
S032,Residential,11,13,4762,34.12,49.18,50.82,0,0.0,0,14,52.27
S032,Residential,12,13,4762,22.64,45.38,54.62,0,0.0,0,15,49.18
S032,Residential,13,13,4762,15.1,42.34,57.66,0,0.0,0,16,45.38
S032,Residential,14,13,4762,23.74,38.64,61.36,0,0.0,0,17,42.34
S032,Residential,15,13,4762,35.37,57.84,42.16,1,0.55,0,0,38.64
S032,Residential,16,13,4762,30.17,54.7,45.3,0,0.0,0,1,57.84
S032,Residential,17,13,4762,64.08,51.31,48.69,0,0.0,0,2,54.7
S032,Residential,18,13,4762,155.25,46.48,53.52,0,0.0,0,3,51.31
S032,Residential,19,13,4762,167.44,41.93,58.07,0,0.0,0,4,46.48
S032,Residential,20,13,4762,157.46,37.03,62.97,0,0.0,0,5,41.93
S032,Residential,21,13,4762,114.19,32.23,67.77,0,0.0,0,6,37.03
S032,Residential,22,13,4762,69.56,28.18,71.82,0,0.0,0,7,32.23
S032,Residential,23,13,4762,36.62,24.2,75.8,0,0.0,0,8,28.18
S032,Residential,24,13,4762,23.04,20.59,79.41,0,0.0,0,9,24.2
S032,Residential,25,13,4762,28.11,43.24,56.76,1,0.65,0,0,20.59
S032,Residential,26,13,4762,18.15,39.84,60.16,0,0.0,0,1,43.24
S032,Residential,27,13,4762,26.89,36.02,63.98,0,0.0,0,2,39.84
S032,Residential,28,13,4762,34.85,32.63,67.37,0,0.0,0,3,36.02
S032,Residential,29,13,4762,40.37,53.77,46.23,1,0.6,0,0,32.63
S032,Residential,30,13,4762,142.71,49.06,50.94,0,0.0,0,1,53.77
S032,Residential,31,13,4762,163.92,44.53,55.47,0,0.0,0,2,49.06
S032,Residential,32,13,4762,192.99,62.2,37.8,1,0.5,0,0,44.53
S032,Residential,33,13,4762,127.42,58.23,41.77,0,0.0,0,1,62.2
S032,Residential,34,13,4762,67.18,54.19,45.81,0,0.0,0,2,58.23
S032,Residential,35,13,4762,37.74,50.5,49.5,0,0.0,0,3,54.19
S032,Residential,36,13,4762,28.23,46.7,53.3,0,0.0,0,4,50.5
S033,Main Road,1,4,10116,24.01,87.26,12.74,0,0.0,0,3,89.76
S033,Main Road,2,4,10116,19.24,84.46,15.54,0,0.0,0,4,87.26
S033,Main Road,3,4,10116,24.03,81.67,18.33,0,0.0,0,5,84.46
S033,Main Road,4,4,10116,40.95,78.85,21.15,0,0.0,0,6,81.67
S033,Main Road,5,4,10116,59.9,75.87,24.13,0,0.0,0,7,78.85
S033,Main Road,6,4,10116,67.07,72.78,27.22,0,0.0,0,8,75.87
S033,Main Road,7,4,10116,197.71,67.72,32.28,0,0.0,0,9,72.78
S033,Main Road,8,4,10116,164.67,63.4,36.6,0,0.0,1,10,67.72
S033,Main Road,9,4,10116,128.55,59.02,40.98,0,0.0,1,11,63.4
S033,Main Road,10,4,10116,74.24,54.98,45.02,0,0.0,1,12,59.02
S033,Main Road,11,4,10116,30.94,51.44,48.56,0,0.0,1,13,54.98
S033,Main Road,12,4,10116,27.04,47.67,52.33,0,0.0,1,14,51.44
S033,Main Road,13,4,10116,20.14,44.27,55.73,0,0.0,1,15,47.67
S033,Main Road,14,4,10116,13.1,63.2,36.8,1,0.54,1,0,44.27
S033,Main Road,15,4,10116,21.87,59.88,40.12,0,0.0,1,1,63.2
S033,Main Road,16,4,10116,39.53,56.09,43.91,0,0.0,1,2,59.88
S033,Main Road,17,4,10116,50.58,52.22,47.78,0,0.0,2,3,56.09
S033,Main Road,18,4,10116,135.42,48.02,51.98,0,0.0,2,4,52.22
S033,Main Road,19,4,10116,193.91,42.98,57.02,0,0.0,2,5,48.02
S033,Main Road,20,4,10116,177.18,71.41,28.59,1,0.81,2,0,42.98
S033,Main Road,21,4,10116,116.95,67.17,32.83,0,0.0,2,1,71.41
S033,Main Road,22,4,10116,59.21,63.69,36.31,0,0.0,2,2,67.17
S033,Main Road,23,4,10116,38.66,60.43,39.57,0,0.0,2,3,63.69
S033,Main Road,24,4,10116,30.91,57.13,42.87,0,0.0,2,4,60.43
S033,Main Road,25,4,10116,27.92,53.98,46.02,0,0.0,2,5,57.13
S033,Main Road,26,4,10116,22.25,50.29,49.71,0,0.0,2,6,53.98
S033,Main Road,27,4,10116,20.9,46.89,53.11,0,0.0,2,7,50.29
S033,Main Road,28,4,10116,34.87,42.93,57.07,0,0.0,2,8,46.89
S033,Main Road,29,4,10116,53.42,39.33,60.67,0,0.0,2,9,42.93
S033,Main Road,30,4,10116,110.13,57.37,42.63,1,0.52,2,0,39.33
S033,Main Road,31,4,10116,180.82,52.27,47.73,0,0.0,2,1,57.37
S033,Main Road,32,4,10116,174.61,47.21,52.79,0,0.0,2,2,52.27
S033,Main Road,33,4,10116,134.01,42.33,57.67,0,0.0,2,3,47.21
S033,Main Road,34,4,10116,65.03,66.95,33.05,1,0.7,3,0,42.33
S033,Main Road,35,4,10116,26.56,63.88,36.12,0,0.0,3,1,66.95
S033,Main Road,36,4,10116,21.19,60.74,39.26,0,0.0,3,2,63.88
S034,Industrial,1,7,13374,21.15,96.43,3.57,0,0.0,0,4,99.83
S034,Industrial,2,7,13374,15.3,93.11,6.89,0,0.0,0,5,96.43
S034,Industrial,3,7,13374,29.15,89.97,10.03,0,0.0,0,6,93.11
S034,Industrial,4,7,13374,33.98,86.72,13.28,0,0.0,0,7,89.97
S034,Industrial,5,7,13374,52.82,83.28,16.72,0,0.0,0,8,86.72
S034,Industrial,6,7,13374,83.93,79.02,20.98,0,0.0,0,9,83.28
S034,Industrial,7,7,13374,197.16,73.45,26.55,0,0.0,0,10,79.02
S034,Industrial,8,7,13374,130.26,68.83,31.17,0,0.0,0,11,73.45
S034,Industrial,9,7,13374,82.73,64.8,35.2,0,0.0,0,12,68.83
S034,Industrial,10,7,13374,76.73,60.7,39.3,0,0.0,0,13,64.8
S034,Industrial,11,7,13374,35.04,56.22,43.78,0,0.0,0,14,60.7
S034,Industrial,12,7,13374,30.02,52.24,47.76,0,0.0,0,15,56.22
S034,Industrial,13,7,13374,21.76,47.89,52.11,0,0.0,0,16,52.24
S034,Industrial,14,7,13374,20.95,43.57,56.43,0,0.0,0,17,47.89
S034,Industrial,15,7,13374,29.22,62.77,37.23,1,0.55,0,0,43.57
S034,Industrial,16,7,13374,37.94,58.59,41.41,0,0.0,0,1,62.77
S034,Industrial,17,7,13374,45.47,54.12,45.88,0,0.0,0,2,58.59
S034,Industrial,18,7,13374,121.17,48.91,51.09,0,0.0,0,3,54.12
S034,Industrial,19,7,13374,130.5,43.59,56.41,0,0.0,0,4,48.91
S034,Industrial,20,7,13374,159.33,38.27,61.73,0,0.0,0,5,43.59
S034,Industrial,21,7,13374,99.67,69.49,30.51,1,0.89,0,0,38.27
S034,Industrial,22,7,13374,65.15,65.18,34.82,0,0.0,0,1,69.49
S034,Industrial,23,7,13374,30.49,61.15,38.85,0,0.0,0,2,65.18
S034,Industrial,24,7,13374,30.63,56.9,43.1,0,0.0,0,3,61.15
S034,Industrial,25,7,13374,28.64,52.54,47.46,0,0.0,0,4,56.9
S034,Industrial,26,7,13374,17.56,48.32,51.68,0,0.0,0,5,52.54
S034,Industrial,27,7,13374,24.2,44.38,55.62,0,0.0,0,6,48.32
S034,Industrial,28,7,13374,39.96,40.03,59.97,0,0.0,0,7,44.38
S034,Industrial,29,7,13374,54.46,35.54,64.46,0,0.0,0,8,40.03
S034,Industrial,30,7,13374,155.67,29.78,70.22,0,0.0,0,9,35.54
S034,Industrial,31,7,13374,194.1,23.38,76.62,0,0.0,0,10,29.78
S034,Industrial,32,7,13374,140.41,43.64,56.36,1,0.58,0,0,23.38
S034,Industrial,33,7,13374,92.59,38.31,61.69,0,0.0,0,1,43.64
S034,Industrial,34,7,13374,75.32,33.53,66.47,0,0.0,0,2,38.31
S034,Industrial,35,7,13374,32.7,28.62,71.38,0,0.0,0,3,33.53
S034,Industrial,36,7,13374,25.7,56.69,43.31,1,0.8,0,0,28.62
S035,Highway,1,4,38052,10.84,82.26,17.74,0,0.0,0,8,89.21
S035,Highway,2,4,38052,20.08,75.23,24.77,0,0.0,0,9,82.26
S035,Highway,3,4,38052,17.79,68.39,31.61,0,0.0,0,10,75.23
S035,Highway,4,4,38052,33.9,61.34,38.66,0,0.0,0,11,68.39
S035,Highway,5,4,38052,43.41,53.85,46.15,0,0.0,0,12,61.34
S035,Highway,6,4,38052,94.5,45.35,54.65,0,0.0,0,13,53.85
S035,Highway,7,4,38052,213.35,35.88,64.12,0,0.0,0,14,45.35
S035,Highway,8,4,38052,152.32,26.62,73.38,0,0.0,0,15,35.88
S035,Highway,9,4,38052,120.27,17.83,82.17,0,0.0,0,16,26.62
S035,Highway,10,4,38052,53.9,9.55,90.45,0,0.0,0,17,17.83
S035,Highway,11,4,38052,38.52,31.84,68.16,1,0.64,0,0,9.55
S035,Highway,12,4,38052,19.64,23.93,76.07,0,0.0,0,1,31.84
S035,Highway,13,4,38052,26.88,15.51,84.49,0,0.0,0,2,23.93
S035,Highway,14,4,38052,15.49,34.33,65.67,1,0.54,0,0,15.51
S035,Highway,15,4,38052,19.05,26.33,73.67,0,0.0,0,1,34.33
S035,Highway,16,4,38052,43.62,51.64,48.36,1,0.72,0,0,26.33
S035,Highway,17,4,38052,52.29,43.48,56.52,0,0.0,0,1,51.64
S035,Highway,18,4,38052,130.86,34.42,65.58,0,0.0,1,2,43.48
S035,Highway,19,4,38052,132.92,64.23,35.77,1,0.85,1,0,34.42
S035,Highway,20,4,38052,162.86,55.34,44.66,0,0.0,1,1,64.23
S035,Highway,21,4,38052,84.83,47.32,52.68,0,0.0,1,2,55.34
